,text,label,row_number
146,"Arthritis Drug Vioxx Is Taken Off Market The decision by Merck   Co. came after a study confirmed simmering concerns that it significantly raises the risk of heart attack and stroke. More than 2 million people take Vioxx worldwide, making this the largest voluntary drug recall in history.",2,45884
147,Searching for Substance: Web Browser Olympic Scorecard Nigel McFarlane boils down all the competition between browsers into a single score for each browser. Take this article to your local second-hand browser dealer to test his honesty.,3,46197
148,US music targets more 'pirates' Students at 27 US colleges are being sued by the American record industry for alleged illegal downloading.,3,46510
149,"Energy Department Hacked Nearly 200 Times In Last Year The department must do more to lower the risk of cyberattacks against its IT systems and networks, an internal report says. By George V. Hulme.",3,46823
150,"Conference on Endangered Species Opens in Bangkok The great white shark, African rhinos and the American bald eagle are among the animals and fauna that will take center stage at an international conference on regulating trade in endangered species that opens Saturday.",0,47136
151,"Shuttle #39;s Spring 2005 Launch Date Delayed HOUSTON Oct. 2, 2004 - The first shuttle flight since the Columbia tragedy has been pushed back by NASA because hurricane damage and implementation of new safety measures made a spring 2005 launch  quot;no longer achievable.",3,47449
152,Wenger praises  #39;special #39; Henry Arsenal boss Arsene Wenger heaped praise on striker Thierry Henry after the Frenchman #39;s double helped the champions to a 4-0 victory over Charlton Athletic on Saturday.,1,47762
153,"Gang violence rises in Central America  SAN SALVADOR -- Homemade grenades started exploding midmorning Aug. 18 at La Esperanza, El Salvador's largest prison, and the 3,200 inmates locked inside the overcrowded cage stampeded to escape the blasts and the fireballs.",0,48075
154,"Westfield battles for control property giant The battle for the British-based Chelsfield plc hotted up at the weekend, with reports from London that the property giant #39;s management was working on its own bid to thwart the 585 million (\$A1.",2,48388
155,"Finder of first Peking Man skull commemorated in Beijing An exhibition is being held in Beijing to mark the 100th anniversary of the birth of Pei Wenzhong,the discoverer of the first Peking Man skull.",3,48701
156,"Sacked, and now they're back (USATODAY.com) USATODAY.com - XM Satellite Radio kicks off talk shows today featuring Bob Edwards, the husky-voiced National Public Radio star whose dismissal last spring caused an uproar from loyal listeners, and shock jocks Opie and Anthony, who were silenced two years ago after staging a stunt involving a couple having sex at St. Patrick's Cathedral in New York.",3,49014
157,Fuel cell mobile phone recharger NTT DoCoMo and Fujitsu announced that they have developed a prototype fuel cell that can be used to recharge modern mobile phones.,3,49327
158,"US volcano belches more steam America's Mount St Helens belches more vapour, raising fears it might blow at any moment.",0,49640
159,"Blair heads off to Africa on trip aimed at securing legacy (AFP) AFP - Freshly recovered from a heart operation, British Prime Minister Tony Blair was scheduled to fly to Ethiopia on a personal aid mission which he hopes will also provide a restorative boost to his own place in history.",0,49953
160,Dickey Around With Stem Cells An obscure amendment attached to an appropriations bill could throw a wrench into presidential candidate John Kerry's plans to fund embryonic stem cell research. By Kristen Philipkoski.,3,50266
161,"Record high oil prices, economic data put pressure on stock &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - Record high oil prices and disappointing economic data sent stocks lower Tuesday morning. The price of crude oil for November delivery ran up 77 cents to \$50.",2,50579
162,"U.S., Iraqi Forces Open New Offensive Iraqi insurgents attacked a U.S. convoy with a car bomb in the northern city of Mosul and killed an American soldier with a roadside bomb near Baghdad, Iraqi and U.S. authorities reported today.",0,50892
163,"Asian, European leaders gather in Hanoi ahead of summit (AFP) AFP - Asian and European leaders began arriving in Hanoi ahead of a summit aimed at boosting political, economic and cultural ties despite profound inter-regional differences over Myanmar.",0,51205
164,US Warplanes Bomb Suspected Zarqawi Safe House in Fallujah The US military in Iraq says warplanes struck a building in Fallujah Wednesday that is alleged to be a safe house for wanted terrorist Abu Musab al-Zarqawi.,0,51518
165,"SAP presents new capabilities for Netweaver SAP AG announced two updates to the Master Data Management (MDM) component of its NetWeaver integration and application platform on Tuesday. The updates, which will appear by the end of the year, are designed to make it easier to synchronize data between different systems. Two other new NetWeaver enhancements, faster searching of corporate data and more robust handling of errors in Java applications, will only appear in the next release of NetWeaver, planned for 2005, the company said at the SAP TechEd conference in San Diego.",3,51831
166,"Opposition blasts  #39;obviously inferior #39; subs OTTAWA - As HCMS Chicoutimi #39;s 57 crew members continued to brave inclement North Atlantic weather aboard a powerless, damaged submarine, the search began in Ottawa for someone to blame over Canada #39;s latest embarrassing naval mishap.",0,52144
167,"Boeing battle is Mandelson #39;s first test Peter Mandelson, the incoming EU trade commissioner, yesterday found himself at the centre of a transatlantic trade war over multi-billion dollar subsidies to Airbus and Boeing, the civil aircraft manufacturers.",2,52457
168,"EU panel urges talks with Turkey about membership BRUSSELS, Belgium -- In a move that could extend Europe #39;s borders to the edge of the Middle East, the European Union on Wednesday recommended starting negotiations with Turkey on full membership.",0,52770
169,"Bledsoe, Bills keep rumbling MIAMI -- In a shootout worthy of Dan Marino and Jim Kelly, Drew Bledsoe threw four touchdown passes, and the Buffalo Bills forced seven Miami turnovers to maintain their late-season surge by beating A.J. Feeley and the Dolphins, 42-32, yesterday. Feeley threw three touchdown passes, all in the first 12 1/2 minutes. He also had a hand in six turnovers, ...",1,53083
170,"US pension agency chief says solvency at risk The longer-term solvency of the US fund that insures traditional pensions is at risk, the director of the Pension Benefit Guaranty Corp.",2,53396
171,News: Shifting cyber threats menace factory floors A new report says that external attackers have overtaken insiders as the most likely cyber threat to remote-controlled factory equipment. ,3,53709
172,"For Kerry, Thinking Globally Began at a Young Age  From the beginning, John F. Kerry has formed his presidential campaign around his service in the Vietnam War. But it is another war, World War II, that shaped his belief that the United States is more effective on the global stage when it works closely with other countries.",0,54022
173,"JetBlue, Northwest to expand at Logan Two airlines plan to expand service at Logan International Airport. Airport officials say JetBlue Airways tomorrow will add a third daily nonstop flight to Fort Lauderdale and a new daily nonstop flight to Fort Myers, both in Florida. Northwest Airlines is planning nonstop daily service to Indianapolis starting Oct. 31, using 50-seat jets, with three flights a day on weekdays ...",2,54335
174,"B amp;G Foods Falls Flat in Public Debut B amp;G Foods Holdings Corp. fell flat in its trading debut Thursday, and shares were nearly unchanged from their reduced opening price in Friday afternoon activity as investors mulled mixed results from two other ",2,54648
175,"Coming to a college near you: Services science? SAN FRANCISCO - More than40 years after Purdue University established the first department of computer science in the U.S., a whole new field of study is about to emerge in colleges and universities throughout the country, according to a researcher at IBM Corp.'s Almaden Research Center, who believes that students could begin to receive doctorate degrees in the field of ""services sciences"" in 10 years time.",3,54961
176,"First UK Secy Says Sorry Over Iraq War London, Oct. 9 (NNN): The British Trade and Industry Secretary Patricia Hewitt has said sorry for the blunders over intelligence used to justify the Iraq war, becoming the first member of the Government to do so.",0,55274
177,Jackson has a tough match Australian basketball star Lauren Jackson has dedicated the WNBA finals to the memory of her grandmother who died last month but the Connecticut Sun have spoiled it so far.,1,55587
178,"Computer Users Face New Scourge (washingtonpost.com) washingtonpost.com - SAN FRANCISCO -- Chuck Harris remembers when the Internet was fun and he'd spend hours reading his favorite news sites, checking the church calendar, browsing the shops. Then, a few weeks ago, he lost control of his computer. It turned into a giant electronic billboard.",3,55900
179,Gallacher Scores First European Tour Win Scotland #39;s Stephen Gallacher holds the trophy in front of the clubhouse whilst sitting on the Swilcan burn bridge after winning the Dunhill Links golf championship at St.,1,56213
180,"Nallen rolls to record win Chandler, AZ (Sports Network) - Chris Nallen closed with a one-under 71 on Sunday, but it was more than enough to win the Gila River Golf Classic.",1,56526
181,"India Emerges as Innovation Hub Indian labs churn out technologies to help users in developing countries keep up with the information age even if they can't afford a computer, don't live near a phone or speak a language that can't be typed on a standard keyboard. By Manu Joseph.",3,56839
182,"Cheney: New Jersey 'Moving Toward' GOP (AP) AP - Vice President Dick Cheney hammered away at familiar themes in a visit to New Jersey Monday, portraying Democrat Sen. John Kerry as indecisive in a speech to a couple of thousand Republican faithful.",0,57152
183,"Welke, Marsh Picked As Crew Chiefs for LCS (AP) AP - Umpires Tim Welke and Randy Marsh were picked as crew chiefs for the league championship series and will start out Game 1 behind the plate.",1,57465
184,"Southeast Asia Takes Aim at Illegal Wildlife Trade Southeast Asia announced on Monday its first coordinated effort against the multi-billion dollar illegal wildlife trade, drawing praise from conservationists despite giving no timetable for the plan.",3,57778
185,Schilling prepared to go on the attack New York- The Yankees and Red Sox have been there and done that. They #39;re about to do it again tonight in Game 1 of the American League Championship Series.,1,58091
186,"Carrefour Lowers Annual Profit Forecast on Price Cuts (Update3) Carrefour SA, the world #39;s second- largest retailer, said annual profit will not meet a forecast for growth of at least 10 percent because of price cuts aimed at reviving demand in France, its home market.",2,58404
187,IBM unpacks new storage gear NEW YORK--IBM has introduced two new storage products that the company said provides customers with better performance at a lower cost.,3,58717
188,Final round within reach for Americans WASHINGTON -- The heavy lifting has been done. The long plane rides to exotic lands and the tough nights on the road playing in front of raucous crowds are a memory for now.,1,59030
189,"NBA hopeful Liu Wei wins praise from coaches on eve of China showdown (AFP) AFP - China's national team basketball star Liu Wei, aiming to become Asia's first guard to make it in the NBA, is getting high accolades from the coaches of the Sacramento Kings with whom he is trying out.",1,59343
190,Schroeder Rules Out German Troops for Iraq  BERLIN (Reuters) - Chancellor Gerhard Schroeder on  Wednesday ruled out sending German troops to Iraq after his  defense minister said a deployment could be possible in the  future.,0,59656
191,Finds  #39;show we were right to fight #39; Tony Blair yesterday seized on the discovery of the mass grave in northern Iraq as justification for removing Saddam despite the absence of WMD.,0,59969
192,Briefs: Plummer to remove sticker Plummer to remove sticker: Broncos quarterback Jake Plummer cut a deal with the NFL on Wednesday to remove the sticker memorializing former teammate Pat Tillman from his helmet in exchange for finding other ways to honor him.,1,60282
193,"Pakistan down Sri Lanka in dress rehearsal Lahore, Pakistan - Pakistan foiled a sparkling hundred by Sri Lankan skipper Marvan Atapattu in a moral-boosting win over Sri Lanka here on Thursday ahead of the tri-series cricket final between the two sides.",1,60595
194,SunTrust Banks Gets SEC Inquiry Notice Financial services firm SunTrust Banks Inc. said Thursday that it received notice that the Securities and Exchange Commission is conducting an informal inquiry into the company #39;s recent announcement that it ,2,60908
195,"A Tribute to Spam, the Meat A trip to Spamtown USA to check out a museum celebrating the canned pork product reminds us how Spam made an impact on world cuisine long before its name became synonymous with unwanted e-mail. Michelle Delio reports from Austin, Minnesota.",3,61221
196,"IBM #39;s Power5 beast takes on Sun, HP - and IBM Come November, customers will see the Power5-based p5-590 and p5-595 servers hit the market. The 32-way 590 is a direct replacement for the current Power4-based p690.",3,61534
197,Microsoft Issues Patch for SP2 Update fixes crashes caused by incompatibility with hidden advertising app.,3,61847
198,"Russian Spacecraft Avoids Collision, Docks with International &lt;b&gt;...&lt;/b&gt; A three-man crew has arrived at the International Space Station, after a two-day trip in a Russian Soyuz spacecraft. Two of the men will replace the crew now on the station as part of the normal six-month rotation.",3,62160
199,"Astros ride Clemens, homers to win The Houston Astros, down two games to none heading into Game 3 against the St. Louis Cardinals in the National League Championship Series, knew they could absolutely not ",1,62473
200,"New Hope in the Fight Against Breast Cancer Mammograms have become a rite of passage for 40-year-old American women, and a compulsory exercise for those over 40. But as rote as those annual screenings might seem, there's nothing routine about a diagnosis of breast cancer.",3,62786
201,"Dollar Closes in on Lows After Weak Data (Reuters) Reuters - The dollar edged down against the euro on\Monday toward its lowest level in seven and a half months,\pressured after it fell through key technical levels on weak\U.S. economic data on Friday.",2,63099
202,"Fla. Voters to Begin Casting Early Ballots WEST PALM BEACH, Fla. - Election Day is still two weeks away, but voters across the state have the option Monday of beginning to cast their ballots early in this pivotal battleground state...",0,63412
203,Glazer Increases Manchester United Stake (AP) AP - Tampa Bay Buccaneers owner Malcolm Glazer confirmed Monday that he had increased his stake in Manchester United to more than 25 percent.,1,63725
204,"Target Sees Sales Growth Near 6 Percent (AP) AP - Target Corp. now expects average October sales close to the top of its previous estimate of a 4 percent to 6 percent increase from last year, the discount retailer said Monday.",2,64038
205,"Bid to be the world #39;s biggest gold firm Harmony Gold Mining Co, South African gold firm, has made a \$8.2 billion bid to acquire its much bigger rival -- Gold Fields. If the acquisition or the merger goes through, it would create the world #39;s largest gold producing company.",2,64351
206,"Pru taps investors for one billion pounds Prudential is to tap investors for one billion pounds through a share issue, saying it needs the cash to fund its UK growth plans.",2,64664
207,Peres Warns Israeli Extremists Might Try to Assassinate Sharon Opposition leader Shimon Peres voiced fears today that Israeli extremists may try to assassinate Prime Minister Ariel Sharon because of their anger over his plan to withdraw settlers from the Gaza Strip.,0,64977
208,"My gawd, what if the Red Sox ever won? It took nearly 11 hours and 26 innings for the Red Sox to shed the humiliation of falling behind 3-0 in a best-of-seven ALCS via an unholy 19-8 shellacking, but shed it they did.",1,65290
209,"China Quake Destroys 20,000 Homes, No Deaths  BEIJING (Reuters) - An earthquake has rocked a densely  populated city in southwestern China, destroying more than  20,000 houses but killing no one, a local official said on  Wednesday.",0,65603
210,"First Students Expelled Over French Law (AP) AP - Two Muslim girls who refused to remove their head scarves in class have been expelled from their schools, and two more risked the same fate Wednesday as officials began taking action against those who defy a new French law banning conspicuous religious symbols from public schools.",0,65916
211,"Pakistan Says Holding Yemeni 'Qaeda Leader' (Reuters) Reuters - Pakistan has arrested a Yemeni\national who is an important figure in al Qaeda's new\leadership and another foreign national who is one of the\network's communications specialists, officials said on\Wednesday.",0,66229
212,Unisys joins Open Source Development Labs  The decision follows other moves by the IT services and hardware vendor  to embrace LInux.,3,66542
213,"Blair #39;s pledge on Hassan worries her colleagues BAGHDAD - Iraqi colleagues of kidnapped aid worker Margaret Hassan say they are deeply worried that Tony Blair #39;s repeated pledge to  #39;save #39; her is, in fact, putting her life in increased danger.",0,66855
214,Darfur Rebels Say Peace Talks Delayed (Reuters) Reuters - Rebels from Sudan's troubled Darfur\region said a new round of peace talks on Thursday would be\delayed by two days because of logistical problems with sending\their delegation to the Nigerian capital Abuja.,0,67168
215,Australia red-faced BUOYANT New Zealand captain Stephen Fleming was relieved to have enlivened a dormant summer after his Black Caps conjured a stunning four-wicket win against Australia in the opening ,1,67481
216,"Annan Backs Stem Cell Studies, Differs with Bush UN Secretary-General Kofi Annan on Thursday endorsed scientific studies that involve the cloning of human embryos, differing with the Bush administration #39;s push for a treaty to ban such research.",3,67794
217,"Intel Cancels Plan to Enter Digital TV Chip Market (Reuters) Reuters - Intel Corp.  on Thursday\said it has scrapped plans to enter the digital television chip\business, marking a retreat from a major component of its\consumer electronics initiative.",3,68107
218,"Yankees GM knows his next mission Told his job is safe for now, Cashman will seek answers to team #39;s pitching collapse. By Mike Fitzpatrick. NEW YORK -- Brian Cashman #39;s job is safe -- at least for now.",1,68420
219,"Gunmen ambush Iraq airline staff; UK to move troops Gunmen opened fire Thursday on a bus carrying female employees of Iraqi Airways to the Baghdad airport, killing one woman and wounding 14 others, an airline official said.",0,68733
220,"Siebel Systems Delivers Q3 Profit (NewsFactor) NewsFactor - Siebel (Nasdaq: SEBL) topped expectations in its \third-quarter earnings results, registering a profit, higher sales and an increase in software-license revenue from the previous quarter.",3,69046
221,"Common Sense Investing If the Sun Belt is where the growth is, then Southern Company is a place to be.",2,69359
222,"Baird leads Lehman by 1 as Singh fades at Disney Tom Lehman, winless for almost five years, kept himself in weekend contention with a 6-under 66 Friday on the Magnolia course at the Funai Classic at Disney in Lake Buena Vista, Calif.",1,69672
223,"Tom Lehman and Briny Baird tied for lead; Stephen Ames four &lt;b&gt;...&lt;/b&gt; LAKE BUENA VISTA, Fla. (CP) - Tom Lehman and Briny Baird are tied for the lead, and Stephen Ames of Calgary is only four shots behind going into the final round of the Funai Classic golf tournament.",1,69985
224,"5-0 Jets meet streaking Pats in AFC East showdown Matchups like this come along as often as the Red Sox go to the World Series, meaning only a few times every century. The Jets-Patriots showdown today at Gillette Stadium marks only ",1,70298
225,Powell arrives in Beijing for talks Secretary of State Colin Powell arrived Sunday in Beijing for a two-day visit after holding talks in Tokyo. China expects  quot;to have an extensive exchange of views quot; with the ,0,70611
226,"Human genes estimate falls to 20,000-30,000 A new and perhaps final report from the international consortium of laboratories that decoded the human genome has revised the estimated number of human genes sharply downward.",3,70924
227,"Majestic Moya Wins Davis Cup for Spain  SEVILLE, Spain (Reuters) - A majestic Carlos Moya tamed  world No. 2 Andy Roddick, 6-2, 7-6, 7-6, Sunday to clinch the  Davis Cup for Spain.",1,71237
228,"Els Stays Away as Valderamma Loses Its Sparkle  London (Reuters) - The finale to the European golf season,  the Volvo Masters, will be fought out this week without  money-list winner-elect Ernie Els.",1,71550
229,"Oil Ends Lower, Norway to End Strike  NEW YORK (Reuters) - World oil prices ended lower on Monday  despite notching a record high earlier in the day as the  Norwegian government moved to end an oil workers' labor dispute  that threatened shipments from the world's third largest  exporter.",2,71863
230,"Jags turnaround has them in first place in AFC South Their are several reasons the Jacksonville Jaguars have gone from 1-6 at this time a year ago to their current 5-2 record, The answer given by most players is just one word: confidence.",1,72176
231,"Jets: Too soon to anoint Pennington As Bill Parcells would say,  quot;Don #39;t put him in Canton just yet, fellas. quot;. As in Canton, Ohio, home of the Pro Football Hall of Fame.",1,72489
232,Musharraf Kashmir plan: Your reaction President Pervez Musharraf #39;s proposals to solve the Kashmir dispute has been called a  quot;betrayal quot; by opposition groups in Pakistan.,0,72802
233,"Via Develops Twin-Core Processor Processor could steal spotlight from AMD, Intel's forthcoming dual-core chips.",3,73115
234,Mac supercomputer speeds up A Virginia Polytechnic Institute and State University supercomputer running processors for Apple Inc. Mac computers now operates at 12.,3,73428
235,Hard drives to accelerate into gadgets A report predicts one third of all hard drives will be in consumer electronics devices by 2008.,3,73741
236,"The Tax Man May Bite  NEW YORK (Reuters) - Stocks may come under pressure this  week as investors sell shares at year's end to prepare for tax  season. But crude oil prices, earnings outlooks and moves in  the dollar will also be closely watched.",2,74054
237,"Kerry Promises 'A More Balanced' NASA (SPACE.com) SPACE.com - WASHINGTON -- One week before the U.S. elections, \Democratic presidential candidate Sen. John Kerry (D-Mass.) is blasting \President George W. Bush's space exploration vision as a purely political \stunt that threatens to gut other NASA programs.",3,74367
238,"Earth to see total eclipse of the moon Trick-or-treaters can expect an early Halloween treat on Wednesday night, when a total lunar eclipse makes the moon look like a glowing pumpkin.",3,74680
239,"Ballmer: Windows TCO the way to go (InfoWorld) InfoWorld - In the face of growing competition from Linux, Microsoft CEO Steve Ballmer delivered a four-page memo to customers on Wednesday outlining the economic and security advantages Windows has over Linux, the potential dangers of open source involving indemnification, and the intent to aggressively convince Unix shops to migrate to Windows.",3,74993
240,"Soyuz Capsule Lands on Kazakhstan Steppe A Russian-US crew returned to Earth from the international space station Sunday in a pinpoint landing on the Kazakhstan steppe, and NASA #39;s chief said the United States ",3,75306
241,"Shell buoyed by hopes for heftier index weighting Shares in Royal Dutch/Shell have risen in Amsterdam and London, lifted by speculation that investors will increase their holdings in the stock to reflect its unified structure.",2,75619
242,"Russia postpones test launch of new booster rocket Russia has postponed the test launch of a new booster rocket scheduled for Friday, the Defense Ministry said Thursday. The launch of the Soyuz-2 medium-size rocket from Russia #39;s ",3,75932
243,"Ballmer Takes Anti-Linux Campaign to IT Executive E-mail List Microsoft CEO Steve Ballmer took the company #39;s anti-Linux campaign to its IT executive e-mail list on Wednesday afternoon, with a 2,600-word message that restated Microsoft #39;s well-worn case against open source software.",3,76245
244,"Banks Begin Paperless Check Clearing Oct. 28 - New banking rules usually go unnoticed by consumers, but a change going into effect today is going to cost consumers plenty.",2,76558
245,"As Drama Plays Out, Arafat's Neighbors Express Sorrow, Fear RAMALLAH, West Bank, Oct. 28 -- No crowds of well-wishers massed Thursday outside the Mukata, the mostly ruined compound where Yasser Arafat has been confined for the past two years. Only a throng of reporters assembled, peering through the smoked windows of sedans carrying officials to a frail old man who still embodies the national aspirations of many Palestinians.",0,76871
246,We May Not Be the Only Humans on Earth A 3ft tall  #39;hobbit #39; discovered on a remote Indonesian island has raised the extraordinary possibility that our human species might not be alone on Earth.,3,77184
247,"Secret Service Busts Cyber Gangs The US Secret Service Thursday announced arrests in eight states and six foreign countries of 28 suspected cybercrime gangsters on charges of identity theft, computer fraud, credit-card fraud, and conspiracy.",3,77497
248,More Voter Supression Rules \\I love these NeoCon vote supression rules.  They're *sooooo* cute!\\I have some more:\\ - If you've ever traveled outside of the US you can't vote.\\ - If you have a graduate degree you can't vote.\\ - If you make less than 6 figures you can't vote\\ - If you can spell Nuclear and pronounce it correctly then you can't vote.\\ - If you haven't accept Jesus as savior then you can't vote.\\ - If you've never ordered anything from Bass Pro Shops then you can't vote.\\This is fun... if you can think of anymore please add a comment!\\,3,77810
249,Tom Online Cuts Revenue Guidance Tom Online (TOMO:Nasdaq - news - research) sank Friday after slashing its third-quarter revenue guidance. The company warned that it expects sales for the third quarter ended Sept.,2,78123
250,"Sharon says ready to negotiate with new Palestinian leader Israeli Prime Minister Ariel Sharon said Sunday that he was prepared to start negotiations with a new responsible Palestinian leader after Arafat #39;s departure, the Ha #39;aretz daily reported.",0,78436
251,"Steelers end Patriots #39; winning run The Pittsburgh Steelers ended the New England Patriots #39; remarkable 21-game winning streak with a 34-20 victory. Rookie Ben Roethlisberger was the Steelers #39; hero, throwing for 196 yards and two touchdown passes.",1,78749
252,"CASTING ITS  #39;NET DoubleClick, the one-time darling of dot-com advertising, is on the block, The Post has learned. DoubleClick, which has seen its fortunes steadily decline since the Internet ",2,79062
253,Big Sam Slams Souey Slur Bolton manager Sam Allardyce rounded on his Newcastle counterpart Graeme Souness tonight for criticising their style of play. Allardyce saw his unsung side reclaim fourth spot in the table after a 2-1 victory at the Reebok Stadium.,1,79375
254,"Lakers to see early returns The rest of the nation can monitor the presidential election tonight, to see which states go red and which states go blue, to count up electoral college votes, to watch for a concession speech that may not come for days.",1,79688
255,Filmmaker Who Criticized Islam Slain A filmmaker who was the great-grandnephew of the painter Vincent Van Gogh was shot and stabbed to death on an Amsterdam street Tuesday after receiving death threats over a movie he made criticizing the treatment of women under Islam.,0,80001
256,"ELLIOTT BAGS BOTH STAKES AT THE BIG A Jockey Stewart Elliott made a successful visit to Aqueduct as he swept both stakes on the Election Day card. Elliott, who came to prominence as the regular jockey of 2004 ",1,80314
257,For Sale: Cisco Firewall Source Code A group that earlier this year offered for sale the source code of a popular intrusion detection system now is selling what it says is a copy of the source code for a recent version of Cisco Systems Inc.,3,80627
258,"Juventus, Lyon qualify from group stage in Champions League Juventus and Olympique Lyon became the third and fourth teams to reach the knockout stage of the European Champions League on Wednesday.",1,80940
259,No change for euro interest rates The European Central Bank has kept eurozone interest rates unchanged at 2 for the seventeenth consecutive month. The decision came amid worries about the economy in the 12-nation eurozone.,2,81253
260,Capriati and Molik advance at Advanta Championships VILLANOVA (Pennsylvania): Third-seeded Maria Sharapova of Russia moved into the quarter-finals of the Advanta Tennis Championships on Wednesday when Jelena Kostenic of Croatia was forced to retire in the third set because of a strained groin.,1,81566
261,"Trio of Hot New Games Victimized by Piracy (AP) AP - A month before the video game's scheduled release this coming Tuesday, illegal copies of the hot sci-fi action title ""Halo 2"" were already circulating on the Internet. It's had a lot of company lately.",3,81879
262,"Nokia Says Handset Market to Slow, Share to Rise  NEW YORK/HELSINKI (Reuters) - Nokia &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=NOK1V.HE qtype=sym infotype=info qcat=news""&gt;NOK1V.HE&lt;/A&gt;, the world's  largest mobile phone maker, expects slowing mobile phone growth  in 2005 but plans to launch more phones next year and regain  lost market share, the company said on Thursday.",3,82192
263,"IBM set to take supercomputing crown A new incarnation of Blue Gene/L can perform 70.7 trillion calculations per second, IBM says.",3,82505
264,Black Watch relatives call for UK troop withdrawal Several relatives of British soldiers killed in Iraq this week have called on their Government to withdraw all troops from the country.,0,82818
265,"Ivory Coast troops clash with rebels  ABIDJAN, Ivory Coast -- Rebel fighters clashed with government troops, and warplanes struck rebel positions in the north yesterday, escalating hostilities a day after army hard-liners broke a cease-fire and relaunched Ivory Coast's civil war after more than a year of relative peace.",0,83131
266,"Bush Vows to Reach Out to Democrats (AP) AP - President Bush is striking twin themes for a second term, vowing to fight hard for his political agenda while reaching across the aisle to Democrats.",0,83444
267,"Mourning, and glory AVONDALE, Ariz. -- What should be a joyful and hopeful time for Jimmie Johnson has instead been bittersweet.",1,83757
268,"Chargers rain on Saints parade The San Diego Chargers won convincingly for the second straight week, beating the New Orleans Saints 43-17 with sporadic rain drops raining down.",1,84070
269,Redskins top Lions (11/08/04) The Washington Redskins grabbed a 17-to-10 win over the Detroit Lions at Ford Field. Clinton Portis ran for 147 yards on 34 carries and threw a tiebreaking touchdown pass.,1,84383
270,"NHL's Kovalev Bolsters Already Potent Kazan Lineup  KAZAN, Russia (Sports Network) - Russian forward Alexei  Kovalev is the latest locked out National Hockey League player  to head abroad, as he signed on to play for AK Bars Kazan.",1,84696
271,"Bears waive Gandy, activate Colombo Chicago Bears offensive lineman Mike Gandy was waived Monday after starting five games for the team this season and 30 over the past three seasons.",1,85009
272,"Another Buddhist Beheaded in Thai South Revenge  BANGKOK (Reuters) - Suspected Muslim militants beheaded an  elderly man in Thailand's south in revenge for the deaths of 85  Muslim protesters last month, the second Buddhist decapitated  in a week, police said on Tuesday.",0,85322
273,"Race on to Build Fiber Optic Networks - Alvarion  TEL AVIV (Reuters) - Broadband services using fiber optic  networks are expected to grow in the coming years with the race  now on among companies to develop this technology, the chairman  of Israel's Alvarion Ltd. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=ALVR.O qtype=sym infotype=info qcat=news""&gt;ALVR.O&lt;/A&gt; said on Tuesday.",3,85635
274,Desktop Linux: The Final Hurdles I remember the major turning point that took Linux from an OS that Microsoft used to call competition during their anti-trust case to a serious commercial operating system.,3,85948
275,"British grand prix thrown a lifeline The British grand prix may, after all, be on next year #39;s calendar after a dramatic development yesterday as nine of the 10 formula one teams agreed to cost-cutting measures that could allow the race to take place on July 3.",1,86261
276,"States may rethink terms Though California regulators have signed off on the merger between WellPoint Health Networks Inc. and Anthem Inc., states that had approved the deal months ago may raise new concerns based on the settlement terms here.",2,86574
277,Sarkozy defends French backing for Alstom CBI director general Digby Jones yesterday clashed with French finance minister Nicolas Sarkozy over the state-backed rescue of one of France #39;s biggest industrial companies.,0,86887
278,Computer Sciences lands \$52 million biometrics deal Contract with Department of Defense is part of homeland security boom.,3,87200
279,"Alabama A amp;M coach is in game of his life In another time and place, a spot in the Coaches vs. Cancer Classic would have been about an opportunity for Alabama A amp;M of the Southwestern Athletic Conference to gain exposure and build upon last season #39;s 13-17 record.",1,87513
280,"Fungus poses soybean threat A fungus capable of damaging soybean crops has arrived in the United States for the first time, causing concern among northeast Indianas agriculture industry that the fungus could spread here as soon as next summer.",2,87826
281,"German economic recovery slows down LONDON, November 11 (newratings.com) - Germany witnessed a slowdown in its economic growth momentum during the third quarter this year, with the nation #39;s GDP growth rate declining to 0.1 from the relatively robust growth rate of 0.4 in the first two ",2,88139
282,Oracle #39;s  #39;best and final #39; offer rejected PeopleSoft #39;s (PSFT) board Wednesday rejected Oracle #39;s (ORCL)  quot;best and final quot; hostile takeover bid worth about \$8.,2,88452
283,South Korea #39;s LG to file suit to nullify Matsushita PDP patents in &lt;b&gt;...&lt;/b&gt; SEOUL : South Korea #39;s LG Electronics will take action in a Japanese court to nullify patents on display panel technology held by Matsushita Electric Industrial Co.,3,88765
284,"Santana Unanimous Pick for AL Cy Young As joyous fans celebrated by honking car horns in Caracas, Johan Santana sounded overwhelmed. He became the first Venezuelan to win a Cy Young Award, and not only that, he was a unanimous choice.",0,89078
285,"PeopleSoft, Oracle: Like Red Sox vs. Yankees? PeopleSoft shareholders have rejected Oracle #39;s  quot;final quot; offer for the company, but could Oracle make a comeback? The board is hoping it can hold off its rival for just a few more innings.",2,89391
286,"Mexico announces historic rain forest plan Mexico and a US environmental group agreed on a plan to protect 370,000 acres of tropical forest on the Yucatan Peninsula in what officials said Friday was the largest conservation project in the country #39;s history.",3,89704
